TITLE,BGG_URL,COMMENTS,LOCATION,BGG_ID,MINPLAYERS,MAXPLAYERS,THUMBNAIL,IMAGE,DESCRIPTION,YEAR,TYPE,BASEGAME
Fortress America,https://boardgamegeek.com/boardgame/115293/fortress-america,,R2,115293,2.0,4.0,https://cf.geekdo-images.com/thumb/img/kAaqlq1cnJykEAxYslAmRGTQjeU=/fit-in/200x150/pic1180433.jpg,https://cf.geekdo-images.com/original/img/qtEXvPpsj2oQy_GoFcEs6jt7k1s=/0x0/pic1180433.jpg,"Game description from the publisher:In Fortress America, the United States must defend itself from three deadly invading armies: the Asian People's Alliance from the West, the Central American Federation from the South, and the Euro-Socialist Pact from the East. Players take on either the role of the United States, struggling to protect itself from foreign threat, or the role of one or more of the invading armies, fighting battle after battle to acquire important territories.If the invading forces claim enough U.S. cities, America's defense is broken and the nation falls. But if the United States can protect its cities for long enough, the invading forces fail to uproot America and their incursion is ended.Fortress America is played over several rounds in which each player musters his forces, moves into enemy-controlled territories, and engages in fierce firefights. But depending on whether you're the U.S. player or one of the Invaders, your play experience and general strategy will be entirely different. The U.S. must efficiently wield its colossal lasers, the ultimate weapons of mass destruction, in its own defense. What's more, as U.S. hovertanks, helicopters, bombers, and infantry are destroyed and removed from the map, a steady supply of American guerilla fighters spring up to defend their homeland. The U.S. player is surrounded and alone, and must do his best to fend off advances on three fronts in a series of tense battles.The Invaders, on the other hand, must remain constantly aggressive. Their objective is to collectively capture 18 of 30 major U.S. cities, and to do so, they must apply early pressure before the U.S. has a chance to react, and keep the pressure constant. To complicate the Invaders' mission, their armies do not receive additional reinforcements, so they must make optimal use of the forces at their disposal. Through a series of nail-biting battles that use a unique dice-based combat system, each player will maneuver his dwindling armies to secure his objective. But can America be stopped, or will a failed invasion only compel them to tighten their military grip on the world.Changed in this edition:     Custom combat dice, debatable if better than normal dice.     A ten-turn timer gives the U.S. player an additional path to victory: outlasting the invasion.     A ""Captured City"" track lets all players see, at a quick glance, how close they are to victory or defeat.     A few city locations have been removed, and others added, to create a different (possibly more balanced) play experience.     A deck of variant cards for the Invader players has been added to use as a rules option (equal to 1-2 balance levels).Reimplements:    Fortress America (1986)",2012.0,Game,
Full of Chess Equipment,,Boards Figurines and Stopclocks,Games Locker 2 R2 Lower Box,,,,,,,,,
Helvetia Cup,https://boardgamegeek.com/boardgame/128218/helvetia-cup,,Games Locker 2 R2 Middle Box,128218,2.0,2.0,https://cf.geekdo-images.com/thumb/img/vrvBa5E49wI7-URMRgnSqxNTVWI=/fit-in/200x150/pic1374977.jpg,https://cf.geekdo-images.com/original/img/lLEVfFQ0c1XshELZc09ArEJBViY=/0x0/pic1374977.jpg,"Helvetia was created not only from diplomatic relations, but also out of war. There is no longer bloodshed amongst the people of Helvetia, though, as they now prefer to express their rivalry another way. They do it by way of a new sport: the Helvetia Cup.HELVETIA Cup is a game of simulation football that blends tactical skill, strategy and luck and is set in a fantasy world, with each player acting as a coach in epic games and titanic championships. HELVETIA Cup has both a family version and a geek version.Short rules description- In Helvetia Cup two fantasy teams compete against each other- You play the coach of a soccer team composed of 9 players. For each game you choose 1 goalkeeper, 4 players and 2 substitutes.- Each player is defined by its abilities, as for example dribble, shoot, tackling, pressure, clearanceEach turn you can move all your players. One hexagon movement is free, if you want to move more you need to spend boost. If a player has no more boost then all its abilities are divided by two.- After the movement, if the defender has a player in the same hex as the ball, he could try some actions; For example, to steal the ball or tackle. If the offense still has the ball, he can try to shoot or pass.",2012.0,Game,
Infinity,https://boardgamegeek.com/boardgame/3552/infinity,,Games Locker 2 R2,3552,2.0,4.0,https://cf.geekdo-images.com/thumb/img/hWToz3_s8nHzCn0js7R_ry8ZAI4=/fit-in/200x150/pic31412.jpg,https://cf.geekdo-images.com/original/img/x4HOv2hdIVTUsxbUdzEaQ_Ixh7I=/0x0/pic31412.jpg,"Another of the classic Euro-style games published in the mid-70's by Gamut of Games. The Second Edition lists Sid Sackson as a creative consultant to Phil Orbanes, author of Cartel and Trumpet.A unique board, showing four arms of a galaxy spiraling out from an infinity center (which is the end of game mechanism), plus 144 miniature full color tiles for space, life and time. The second edition included a long box and a ""simulated leather bound"" 1-piece bi-fold game board.Each player collects tiles and builds planets and moons, then a full civilization in miniature full color tiles along his/her arm of the galaxy. Playing more tiles from the hand earns scoring points. Black Holes and Disasters to thwart opponents, and a unique tile-drawing mechanism for building your universe are also featured.",1974.0,Game,
Kill Doctor Lucky,https://boardgamegeek.com/boardgame/257/kill-doctor-lucky,,Games Locker 2 R2,257,3.0,8.0,https://cf.geekdo-images.com/thumb/img/UVAEe3UxBa7SqW3b8uBICH9LHbQ=/fit-in/200x150/pic2923257.jpg,https://cf.geekdo-images.com/original/img/Oc05YkJzA92NKxjUXw2QOpHaU_0=/0x0/pic2923257.jpg,"In this notorious game, an inversion of Clue, you hate Doctor Lucky. Maybe he left you out of his will. Maybe he killed your pet rock. Whatever the reason, you want him dead. Unfortunately, so do the other players. Since you don't want to go to jail, you need to make your attempt in secret; if anybody can see you, whistle nonchalantly, and let the Doctor live ... until next time.Players move around the mansion, collecting murder weapons (to make the murder attempt stronger - doubly so if the weapon is used in an appropriate location); failure cards (to thwart opponents' plans); and movement cards (to try to get together with Doctor Lucky in a secluded location for his inevitable demise.) Players try to convince others to use up their failure cards first, the better for when their own attempts come.",1996.0,Game,
Memoir '44,https://boardgamegeek.com/boardgame/10630/memoir-44,French Box with printed English rules,R2,10630,2.0,8.0,https://cf.geekdo-images.com/thumb/img/iPrFRzEJAf3XFiN6Xn6ea9zHfoA=/fit-in/200x150/pic43663.jpg,https://cf.geekdo-images.com/original/img/BWLGASv5ywVok8Be-qxkuM4AqtY=/0x0/pic43663.jpg,"Memoir '44  is a historical boardgame where players face-off in stylized battles of some of the most famous historic battles of World War II including Omaha Beach, Pegasus Bridge, Operation Cobra and the Ardennes.Memoir '44 includes over 15 different battle scenarios and features a double-sided hex game board for both beach landings and countryside combat. Each scenario mimics the historical terrain, troop placements and objectives of each army. Commanders deploy troops through Command and Tactic cards, applying the unique skills of his units -- infantry, paratrooper, tank, artillery, and even resistance fighters -- to their greatest strength.""By design, the game is not overly complex"", says Memoir '44 designer, Richard Borg. ""The game mechanics, although simple, still require strategic card play, timely dice rolling and an aggressive yet flexible battle plan to achieve victory."" In addition to the large, double-sided gameboard, Memoir '44 includes 144 amazingly detailed army miniatures - including historically accurate infantry, tanks and artillery; 36 Obstacle pieces, 60 illustrated Command cards, 44 Special Terrain tiles, and 8 Custom Wooden dice.Memoir '44 is designed for 2 players but easily accommodates team play. And with Memoir '44 Overlord scenarios, players can use multiple boards and up to 8 players to conduct large scale operations, experiencing the challenges of troop coordination and military chain of command on a large scale battlefield. Average game length is between 30 and 60 minutes, encouraging match play where players can command first one side and then the other.The Memoir '44 series consists of the base game and a number of expansions.This game is based upon Richard Borg's Command and Colors system.",2004.0,Game,
Memoir '44,https://boardgamegeek.com/boardgame/10630/memoir-44,English Box,R2,10630,2.0,8.0,https://cf.geekdo-images.com/thumb/img/iPrFRzEJAf3XFiN6Xn6ea9zHfoA=/fit-in/200x150/pic43663.jpg,https://cf.geekdo-images.com/original/img/BWLGASv5ywVok8Be-qxkuM4AqtY=/0x0/pic43663.jpg,"Memoir '44  is a historical boardgame where players face-off in stylized battles of some of the most famous historic battles of World War II including Omaha Beach, Pegasus Bridge, Operation Cobra and the Ardennes.Memoir '44 includes over 15 different battle scenarios and features a double-sided hex game board for both beach landings and countryside combat. Each scenario mimics the historical terrain, troop placements and objectives of each army. Commanders deploy troops through Command and Tactic cards, applying the unique skills of his units -- infantry, paratrooper, tank, artillery, and even resistance fighters -- to their greatest strength.""By design, the game is not overly complex"", says Memoir '44 designer, Richard Borg. ""The game mechanics, although simple, still require strategic card play, timely dice rolling and an aggressive yet flexible battle plan to achieve victory."" In addition to the large, double-sided gameboard, Memoir '44 includes 144 amazingly detailed army miniatures - including historically accurate infantry, tanks and artillery; 36 Obstacle pieces, 60 illustrated Command cards, 44 Special Terrain tiles, and 8 Custom Wooden dice.Memoir '44 is designed for 2 players but easily accommodates team play. And with Memoir '44 Overlord scenarios, players can use multiple boards and up to 8 players to conduct large scale operations, experiencing the challenges of troop coordination and military chain of command on a large scale battlefield. Average game length is between 30 and 60 minutes, encouraging match play where players can command first one side and then the other.The Memoir '44 series consists of the base game and a number of expansions.This game is based upon Richard Borg's Command and Colors system.",2004.0,Game,
Memoir '44: Air Pack,https://boardgamegeek.com/boardgameexpansion/31638/memoir-44-air-pack,,R2,31638,2.0,2.0,https://cf.geekdo-images.com/thumb/img/3YoTfmf3P19hmXtf3jFmrAnzKps=/fit-in/200x150/pic244022.jpg,https://cf.geekdo-images.com/original/img/DP49sLJn2Jw6r03VqXEmXU03Uu8=/0x0/pic244022.jpg,"This expansion for Memoir '44 includes eight painted airplanes and the air rules needed to fly them from the Battle of Britain to the Battle of Midway, from the frigid air of Kursk to the balmy skies of Malta, and deep into Nazi territory.Also included in the pack is a complete compilation of all 64 official Memoir '44 scenarios published to date, including revisions to many of them - taking advantage of the numerous expansions now available for the game system.The Air Pack is further rounded off with a complete 120 card deck describing every single terrain, special rules, troop type and nation introduced since the game's launch at the 60-year anniversary of D-Day.Part of the Memoir '44 series.",2007.0,Expansion,Memoir '44
Memoir '44: Breakthrough,https://boardgamegeek.com/boardgameexpansion/68752/memoir-44-breakthrough,,R2,68752,2.0,2.0,https://cf.geekdo-images.com/thumb/img/vQHOte91HOMuPC3pS-OPQnGTesA=/fit-in/200x150/pic691901.jpg,https://cf.geekdo-images.com/original/img/w1aQHUJiCpyQueUW9Ht4gUi8qe0=/0x0/pic691901.jpg,"From the Days of Wonder website:Go deep behind enemy lines at Sword Beach as you airdrop in to capture the bridges of the Orne… Join Guderian’s famed Panzers as they battle the armored columns of the British Expeditionary Forces… Sign on for Operation Crusader to take on Rommel in the deserts of North Africa and liberate the garrison in Tobruk…The Memoir ‘44 Breakthrough Expansion will take you deep into the battles of World War II with two, double-sided, 9-panel board maps covering all four Memoir ‘44 map environments - countryside, beach, winter and deserts. These oversize boards stretch the limit of current printing technology and are 13 x 17 hexes deep, opening up the Breakthrough format to new, more expansive scenarios.The Breakthrough Expansion includes 15, never-in-print-before scenarios, created by Jacques “jdRommel” David, and Memoir ‘44 author, Richard Borg. These scenarios cover the Western and Eastern Fronts, as well as the Mediterranean and Pacific Theaters and include classic battles such as: Operation Crusader; Operation Amherst; and two different renditions of Sword Beach - all designed for the 13 x 17 hex Breakthrough format.",2010.0,Expansion,Memoir '44
Memoir '44: Disaster at Dieppe,https://boardgamegeek.com/boardgameexpansion/75260/memoir-44-disaster-dieppe,Miniatures missing?,R2,75260,2.0,8.0,https://cf.geekdo-images.com/thumb/img/8pV12rz_7rdr71fUHTqUFbUmklo=/fit-in/200x150/pic841999.jpg,https://cf.geekdo-images.com/original/img/HDdL6Ckj95TqkN9Cuoc9kHuPrlE=/0x0/pic841999.jpg,"From the DoW website:Here comes the final installment in our first Battle Maps series!The Disaster at Dieppe expansion features 2 large-scale ready-to-play Overlord Scenarios, 4 Standard Scenarios, 6 half-tracks miniatures and 6 Jeeps miniatures.Disaster at Dieppe highlights the ill-fated raid on the German-occupied coastal town of Dieppe, code-named, Operation Jubilee; while The capture of Tobruk features Rommel in June of ‘42 as he relentlessly pushes his Afrika Korps after smashing through the British lines at Gazala in North Africa.The Battle Map series is designed to encourage team play and accommodates up to 8 players; each map comes ready-to-play with all terrain, obstacles and unit positions pre-printed, making set-up a snap. Battle Map Volume 4 includes 6 half-tracks miniatures, 6 jeeps miniatures and 4 standard scenarios that are playable on a regular Memoir ‘44 board. The 4 Standard scenarios are: Raid on Barce and Rommel’s Right Hook, featuring the new Willys jeeps as long-range patrol cars; and Panzers in the Atlas and Le-Mesnil-Adelée, featuring the new Sd.Kfz. 250 half-tracks. Also included are detailed rules for the long-range patrol cars and half-tracks.",2010.0,Expansion,Memoir '44 AND Memoir '44: Operation Overlord AND Memoir '44: Overlord
Memoir '44: Eastern Front,https://boardgamegeek.com/boardgameexpansion/19245/memoir-44-eastern-front,,R2,19245,2.0,8.0,https://cf.geekdo-images.com/thumb/img/75bJwnET36V3ge0vJdeecH-wBo4=/fit-in/200x150/pic98512.jpg,https://cf.geekdo-images.com/original/img/7pZFPYPDegpIzM5xSfdJQY_nOh4=/0x0/pic98512.jpg,"An expansion for Memoir '44.  Description from the publisher:From the frozen shores of Lake Ladoga to the burning ruins of Stalingrad, relive some of the most intense battles of WWII, where entire Army groups disappeared faster than a single battalion on the beaches of Normandy.This expansion follows Expansion one, the Terrain Pack. While the Terrain Pack focused on new terrain and rules, the Eastern Front expansion is devoted to the ferocious battles that pit the Axis and Soviet forces against each other.Also included is a scenario drawn from the Russian-Finnish war, and an Overlord scenario of what turned out to be the largest tank battle in history: KurskPart of the Memoir '44 series.",2005.0,Expansion,Memoir '44
Memoir '44: Equipment Pack,https://boardgamegeek.com/boardgameexpansion/125755/memoir-44-equipment-pack,,R2,125755,2.0,8.0,https://cf.geekdo-images.com/thumb/img/0vsWZlLPTVHnxq7xrMyGRqG0A1Y=/fit-in/200x150/pic1333049.jpg,https://cf.geekdo-images.com/original/img/ANe4e8PrgL-psLgY9wLmVVsK5PI=/0x0/pic1333049.jpg,"Game description from the publisher:The Memoir '44 Equipment Pack is a major expansion to the Memoir '44 game system and fills a game box as big as the original board game. With 186 plastic figures, the Equipment Pack includes 108 figures from four WWII nations, including French Infantry, Finnish Ski Troops, Italian Artillery and Polish Cavalry; 24 new pieces of Artillery (Flak-88's, ""Long Tom"" Big Guns, M7 Priests and ""Screaming Meemies"" Nebelwerfers); new Beach Landing equipment that includes six amazing Hobart's Funnies, complete with accessories; six Snipers; and scores of new Armor, Vehicle and Special Weapon Assets, including some Elefant Tank Destroyers, Kübelwagen Command cars, and M2 Mortars and Machine Guns.These figures can be deployed over many of the existing Memoir '44 scenarios and are also heavily featured in the eleven Standard, two Breakthrough and four Overlord new scenarios that come in the Equipment Pack. A rules booklet and 25 Summary cards complement this pack. This expansion requires at least one copy of the Memoir '44 base game. Many of its expansions are required to enjoy most of the included scenarios. We recommend that players at minimum own the Terrain Pack and the Winter/Desert board.",2012.0,Expansion,Memoir '44
Memoir '44: Folder full of rulebooks,,Manually assembled folder with rulebooks,R2,,,,,,,,,
Memoir '44: Hedgerow Hell,https://boardgamegeek.com/boardgameexpansion/37918/memoir-44-hedgerow-hell,Miniatures missing?,R2,37918,2.0,8.0,https://cf.geekdo-images.com/thumb/img/tERzUWrQGejG63xiT34LPK29Z14=/fit-in/200x150/pic743640.jpg,https://cf.geekdo-images.com/original/img/xqhrhYJJM2lO2tx8vCWDavcMeMw=/0x0/pic743640.jpg,"From the publishers website:The Hedgerow Hell Memoir '44 Overlord BattleMap expansion includes a large-scale, double-sided map with two new Memoir '44 Overlord Scenario's - Hedgerow Hell and The Cadets of Saumur, plus 6 new Dodge Truck miniature figures. The oversized map, which is 57 x 27.5 inches in size, is ready-to-play with all terrain, obstacles and unit positions pre-printed - just add figures! It also features the scenario rules, terrain and unit summary cards, and historical background.Perfect for group play at home or gaming events with fellow Memoir '44 friends, the Overlord BattleMap series is designed for 2 to 8 players and requires either 1 copy of the original Memoir '44 board game, plus the Operation Overlord Expansion; or 2 copies of the board game.'Expands:    Memoir '44 (2 copies required)-or-    Memoir '44: Operation Overlord (1 copy with the base game)",2008.0,Expansion,Memoir '44 AND Memoir '44: Operation Overlord AND Memoir '44: Overlord
Memoir '44: Mediterranean Theater,https://boardgamegeek.com/boardgameexpansion/38320/memoir-44-mediterranean-theater,,R2,38320,2.0,2.0,https://cf.geekdo-images.com/thumb/img/-gxSUyl9g6Enw-jiFKqkL0IXvEE=/fit-in/200x150/pic763304.jpg,https://cf.geekdo-images.com/original/img/wrzNs7LJxesz7MFg8eILCrPhUQs=/0x0/pic763304.jpg,"The Mediterranean Theater Expansion introduces British Army figures and rules to the Memoir '44 game system, as well as a whole new class of Special Weapon Assets to embed in infantry units. Also included are eight new historical scenarios in North Africa, 44 new, double-sided Terrain tiles, plus new obstacles, markers, and special-forces badges.Part of the Memoir '44 series.Expands:    Memoir '44",2008.0,Expansion,Memoir '44
Memoir '44: Operation Overlord,https://boardgamegeek.com/boardgameexpansion/37911/memoir-44-operation-overlord,,R2,37911,2.0,8.0,https://cf.geekdo-images.com/thumb/img/eY-j9ehv_yhvFaiUQrN5kj-g8c4=/fit-in/200x150/pic613579.jpg,https://cf.geekdo-images.com/original/img/VXD39Gfs3WGS64zeyeVmrBBnL-c=/0x0/pic613579.jpg,"Take your game to the next level with Operation Overlord and relive the battles of WWII on a grand scale. With up to 4 players per side, you will soon experience the highs and lows of being part of a military-style chain of command.Combined with an original copy of Memoir '44, this expansion includes all the material required to play Overlord games. Scenarios are not included; this expansion is designed to be played with our Memoir '44 Battle Map series of Overlord maps.This expansion for Memoir '44 is part of the Memoir '44 series.",2008.0,Expansion,Memoir '44
Memoir '44: Pacific Theater,https://boardgamegeek.com/boardgameexpansion/21384/memoir-44-pacific-theater,,R2,21384,2.0,8.0,https://cf.geekdo-images.com/thumb/img/1EF7nST5Ba3qsJB-mpvl88t5uQQ=/fit-in/200x150/pic125440.jpg,https://cf.geekdo-images.com/original/img/q1f8s47kzW04rhBEr0S6QP1PSTU=/0x0/pic125440.jpg,"This expansion for Memoir '44 takes you to the Pacific Theater, complete with a new Japanese army, new terrains and new command rules for the Imperial Japanese Army and the US marines.Part of the Memoir '44 series.Expands:    Memoir '44",2006.0,Expansion,Memoir '44
Memoir '44: Terrain Pack,https://boardgamegeek.com/boardgameexpansion/19244/memoir-44-terrain-pack,,R2,19244,2.0,2.0,https://cf.geekdo-images.com/thumb/img/WQjieLRSTQnnDxS4xl3MBRws8j4=/fit-in/200x150/pic98518.jpg,https://cf.geekdo-images.com/original/img/lA_ES2zN-fEAwYABQPnaUmJNL4I=/0x0/pic98518.jpg,"Memoir '44 - Terrain Pack is an expansion for Memoir '44.Description from the publisher:From the sand dunes of North Africa to the mountain passes of Northern Italy; from the Pripet Marshes of Southern Belarus to the high ground surrounding Operation Market Garden. Prior to WWII, never before in history had a conflict been fought by so many men over such vast expanses of land and so many different terrain types.As many of you have discovered, Memoir '44 is more than just a game, it is also a complete and expandable game system in its own right.With this in mind, we are pleased to bring you the Memoir'44 Terrain Pack Expansion. Filled to the brim with new terrain pieces, new elite unit badges, and additional victory medals, this expansion also includes dozens of new game elements, including rules for North African warfare, minefields, big gun markers, radar stations, supply depots, airfields and more.Part of the Memoir '44 series.",2005.0,Expansion,Memoir '44
Memoir '44: Tigers in the Snow,https://boardgamegeek.com/boardgameexpansion/41571/memoir-44-tigers-snow,Miniatures missing?,R2,41571,2.0,8.0,https://cf.geekdo-images.com/thumb/img/Xcm105zWMGnVCjYjarQWzIroXPo=/fit-in/200x150/pic489626.jpg,https://cf.geekdo-images.com/original/img/inNDXkwKqo5OLAY4XR-AOSKl9Xw=/0x0/pic489626.jpg,"From DoW website:Hot on the heels of their success in Operatsiya Bagration, Soviet forces struck deep towards the Baltic coast, rapidly severing communications between German Army Group North and what little was left of Army Group Center.By early October 1944, the Soviets were in view of the Baltic Sea, near the port of Memel, definitively cutting off Army Group North from any retreat route through East Prussia.Despite Guderian's plea for an evacuation by sea and subsequent redeployment in Central Europe where forces were desperately needed to help stabilize an increasingly dicey situation, Hitler stubbornly refused.Instead, he ordered the 200,000+ German troops to entrench themselves, in the hope of using the Courland Pocket as a springboard for a future offensive.Part of the Memoir '44 series.",2009.0,Expansion,Memoir '44 AND Memoir '44: Operation Overlord AND Memoir '44: Overlord
Memoir '44: Two plastic bags with loose cards,,Two plastic bags with loose cards for Memoir 44,R2,,,,,,,,,
Memoir '44: Winter Wars,https://boardgamegeek.com/boardgameexpansion/84406/memoir-44-winter-wars,,R2,84406,2.0,2.0,https://cf.geekdo-images.com/thumb/img/oqZdQHzc0IxFpQYr_oZZvy1HV7w=/fit-in/200x150/pic871764.jpg,https://cf.geekdo-images.com/original/img/I7OdwETsshdDXg_IkCHWJliG4qc=/0x0/pic871764.jpg,"As would befit your ration pack if you were about to embark on one of the coldest and most bitter fights of the war, after 5 long years of weary battles, we have packed this expansion with every thing you could ever need to combat in a snow-covered environment.But judge for yourself, soldier! Inside this pack you will find:- 88 double-sided Winter tiles, 28 Special Unit badges, 20 round markers and 16 obstacles- 20 Winter Combat cards, similar in concept to the Urban Combat cards introduced in Memoir '44: Sword of Stalingrad- 80 new Command cards, designed specifically for Breakthrough battles- New Winter Combat rules- New Troops, including the all new Tank Destroyer and Heavy Anti-Tank Gun units and Late War model versions of an Anti-Tank Gun, Mortar and Machine GunThese will all be critical to fighting (and winning!) the ten scenarios this booklet contains, all focused on those crucial 2 weeks of Christmas 1944 in the Ardennes. The first six scenarios included are all standard scenarios, playable with a single base game and this expansion alone (though a Memoir '44: Winter/Desert Board Map will add a nice cosmetic touch to your battlefield). The four scenarios that follow are gigantic Breakthrough renditions of the Battle of the Bulge. These will require a single copy of the already released Memoir '44: Eastern Front expansion, and the Memoir '44: Breakthrough maps, in addition to the aforementionned expansion.",2010.0,Expansion,Memoir '44
Memoir '44: Winter/Desert Board Map,https://boardgamegeek.com/boardgameexpansion/19374/memoir-44-winterdesert-board-map,,R2,19374,2.0,8.0,https://cf.geekdo-images.com/thumb/img/iH5LP1ftFMeePmxbdwBsDXsEBWE=/fit-in/200x150/pic296814.jpg,https://cf.geekdo-images.com/original/img/pJZ5Y0ub8Jrt0IZeOJ4MWEe7c0o=/0x0/pic296814.jpg,The Memoir '44: Winter/Desert Board Map is a new double-sided Battlefield board for Memoir '44 that features frozen expanses on one side and desert ones on the other. It also includes a simple set of Campaign rules to link scenarios together and Blitz rules for Early War conflict.,2005.0,Expansion,Memoir '44
Monopoly City,https://boardgamegeek.com/boardgame/41186/monopoly-city,,R2,41186,2.0,6.0,https://cf.geekdo-images.com/thumb/img/mG44NVpgiWuABXicKd_eG1kiqJQ=/fit-in/200x150/pic486673.jpg,https://cf.geekdo-images.com/original/img/P3axi931jl1-2BA3RUQ7LYe4L-U=/0x0/pic486673.jpg,"At first you think you are playing good old Monopoly where they just add some extra buildings to give a little twist. But the longer you play, the more you realise they actually made a whole new game. You start with more money than usual, which gives you the idea you will last longer (with a bit of luck maybe). The fact that now you can build right away when you bought a property, gives so much dynamic to the game. No more waiting until you have the whole set, or not having the set because one player refuses to trade. Even with a couple of single properties you can win the game.But not so fast. Everybody wants to win of course. And with the 80 extra buildings they added to the game, nothing was ever so uncertain. On every property you can build residential or industrial buildings. The first is not protected against negative buildings (hazards) and requires positive buildings otherwise the property becomes worthless. The industrial buildings on the other hand are protected but they cost twice as much! So you will have to make choice. And the added electronic device will, besides timing deals, always indicate how many buildings you can exactly make.There is also no community chest anymore, only chance. But they have changed the content of the cards which makes the game less predictable and more fun to play- watch your buildings being crushed because of an earthquake or not getting your rent because a player evades the number thrown with the dice.Besides these changes, there are many more twists to the game which I will not reveal here but be sure that they all add to the greatness that once was and that now has even become better.Monopoly City made its first public appearance at the Nuremberg Toy Fair 2009.",2009.0,Game,
Open Fire,https://boardgamegeek.com/boardgame/1672/open-fire,completely new,R2,1672,1.0,1.0,https://cf.geekdo-images.com/thumb/img/rzGj56IlONo4B-9hzI44yBiRx2k=/fit-in/200x150/pic1205434.jpg,https://cf.geekdo-images.com/original/img/sMp2UkBjinNF9sh03hqBOHmEQ_Q=/0x0/pic1205434.jpg,"Open Fire is the solitaire game of combat, adventure, and heroism for everyone who ever wondered what World War II armored combat must have been like. Inspired by the award-winning Ambush! solitaire game system, Open Fire provides the player with a platoon of American armor, faced with a variety of missions against an ever-changing German foe. The variable events, innumerable tactical options, and wealth of unexpected occurrences make Open Fire a game unlike any tactical armor game you have ever played before. The easily learned rules are designed to get the player into action quickly, selecting his platoon and vehicles and providing each unit with command and initiative ratings, perception, weapon skill, driving skill, and movement capability. After selecting one of the six missions provided, you will send your platoon into operations, where your vehicle will move as you wish... until the sequenced action rounds are triggered by the shriek of an incoming 88mm anti-tank shell, and then the fun begins.Contents:210 Counters (1 Large Sheet)1 22"" x 32 "" Map1 Rules Booklet1 Paragraph Booklet79 Unit Characteristics Cards1 Mission Cartridge1 Cartridge View Sleeve1 Platoon Record Sheet Pad1 8"" x 22"" Display Sheet2 Decimal Dice1 Counter Storage Tray",1988.0,Game,
Risk,https://boardgamegeek.com/boardgame/181/risk,Ancient Copy,Games Locker 2 R2,181,2.0,6.0,https://cf.geekdo-images.com/thumb/img/DWLDa-8tU6ZVb-Qe_4tD6VJdNu0=/fit-in/200x150/pic4916782.jpg,https://cf.geekdo-images.com/original/img/Qw76umtYI1pS4aL8EOSM1JCKzTQ=/0x0/pic4916782.jpg,"Possibly the most popular, mass market war game.  The goal is conquest of the world.Each player's turn consists of:- gaining reinforcements through number of territories held, control of every territory on each continent, and turning sets of bonus cards.-  Attacking other players using a simple combat rule of comparing the highest dice rolled for each side.  Players may attack as often as desired.  If one enemy territory is successfully taken, the player is awarded with a  bonus card.-  Moving a group of armies to another adjacent territory.",1959.0,Game,
Risk Legacy,https://boardgamegeek.com/boardgame/105134/risk-legacy,Played - throw out?,Games Locker 2 R2,105134,3.0,5.0,https://cf.geekdo-images.com/thumb/img/VsOVVNYzSlFaCTmYOycEFiq9rNA=/fit-in/200x150/pic1196938.jpg,https://cf.geekdo-images.com/original/img/-axxPwU_h4uL0sd1s44wzGiVMT0=/0x0/pic1196938.jpg,"This description is spoiler free, containing nothing outside the initial rulebook for the game. Details on why this is important in the description.Risk Legacy represents what is if not a new, at least a rare concept to boardgaming: campaigning. At its core, the game, particularly at first, plays much like regular Risk with a few changes. Players control countries or regions on a map of the world, and through simple combat (with players rolling dice to determine who loses units in each battle) they try to eliminate all opponents from the game board or control a certain number of ""red stars"", otherwise known as victory points (VPs).What's different is that Risk Legacy' changes over time based on the outcome of each game and the various choices made by players. In each game, players choose one of five factions; each faction has uniquely shaped pieces, and more importantly, different rules. At the start of the first game, each of these factions gains the ability to break one minor rule, such as the ability to move troops at any time during your turn, as opposed to only at the end.What makes this game unique is that when powers are chosen, players must choose one of their faction's two powers, affix that power's sticker to their faction card, then destroy the card that has the other rule on it – and by destroy, the rules mean what they say: ""If a card is DESTROYED, it is removed from the game permanently. Rip it up. Throw it in the trash."" This key concept permeates through the game. Some things you do in a game will affect it temporarily, while others will affect it permanently. These changes may include boosting the resources of a country (for recruiting troops in lieu of the older ""match three symbols"" style of recruiting), adding bonuses or penalties to defending die rolls to countries, or adding permanent continent troop bonuses that may affect all players.The rule book itself is also designed to change as the game continues, with blocks of blank space on the pages to allow for rules additions or changes. Entire sections of rules will not take effect until later in the game. The game box contains different sealed packages and compartments, each with a written condition for opening. The rule book indicates that these contain the rule additions, additional faction powers, and other things that should not be discussed here for spoiler protection.The winner of each of the first 15 games receives a ""major bonus,"" such as founding a major city (which only he will be allowed to start on in future games), deleting a permanent modifier from the board, destroying a country card (preventing it from providing any resources towards purchasing troops in future games), changing a continent troop bonus, or naming a continent, which gives that player a troop bonus in future games. Players who did not win but were not eliminated are allowed to make minor changes to the world, such as founding a minor city or adding resources to a country.It should be noted that although cards are ripped up over the course of the game, there are so many cards added via the sealed packages, that the game does not suffer. Nor is this a ""disposable"" game, merely a customized one. The game can continue to change beyond the 15 game campaign, and even when it finally does stop changing, you still have a copy of Risk that is completely unique, and plays better than any other version of Risk.Initial games take approximately 30-90 minutes to play, which includes a brief rules explanation and setup.",2011.0,Game,
RuneQuest: Das Kreaturenbuch,,German,Games Locker 2 R2 Small Box,,,,,,,,,
